paragraphs,reference_summary
"Saking sêrat Mahabarata tiyang sagêd nyumêrêpi, wontên tiyang sabăngsa ingkang kalintu tindakipun, mila băngsa wau lajêng sangsara. Inggih punika ingkang dipun wastani anggêr-anggêring kasusilan. Dene ingkang anindakakên anggêr-anggêr wau para dewa. Upami kalampahan Hindhu dados samêsthining karajan ingkang kuwawi tuwin mardika, punika tamtu amung saking tiyang Hindhu sampun angèstokakên agami saha lampah sae. Sampun botên wontên sanèsipun kajawi makatên. Amargi ingkang mangrèh dunya punika para dewa, manawi dewa angluhurakên têtiyanganipun satunggaling nagari, punika tamtu ganjaran anggènipun sami lampah sae. Ingkang makatên wau lampah ing anggêr kasusilan. Manawi tiyang sami lampah awon, nadyan suwaunipun băngsa agêng inggih lajêng dados alit. Dene băngsa alit ingkang lampah sae, lajêng dipun luhurakên.;","Mahabarata nedahakên lampah awon lajêng sangsara, lampah sae lajêng sinung ganjaran."
"Manawi satunggaling băngsa dumugi mangsanipun ewah, --- upaminipun tiyang Hindhu badhe dados kados gangsal èwu taun ingkang sampun kapêngkêr, tamtu wontên sujanma ingkang kalairakên ing Hindhu. Pintên-pintên sujanma ingkang agêng kasaenanipun, tuwin druhaka, kuwawi, saha tiyang awon. Tiyang-tyang wau linairakên ing ngriku, amargi nagari ngriku bêtah sadaya wau, sarta sadaya punika tiyang-tiyang ing gêsangipun ingkang kapêngkêr sampun mirantos badhe anggarap pandamêlan prêlu. Para linangkung wau, nadyan kang sae punapa kang awon, punika botên sawêg sapisan punika wontênipun ing Hindhu. Ing gêsangipun rumiyin sampun sae tindakipun, mila lajêng sinung karosan, kalampahan lajêng linairakên ing măngsa ingkang kaèbêkan bêbaya, prêlu badhe anambut karya sêsarêngan kalihan para dewa. Panunggilanipun malih tiyang ingkang awon- awon, punika suwaunipun murka, bêngis, tuwin tansah mangunêk-unêk, sadaya punika maedahi tumrap anggêr-anggêring kamajêngan, sarta amargi saking panglawanipun wau lajêng andadosakên buthêg, ingkang kêdah dipun sinau kasumêrêpan dening tiyang Hindhu. Bilih makatên kadadosaning lampahipun, nadyan para ingkang sami sae-sae punapa tiyang ingkang awon-awon, punika inggih badanipun piyambak ingkang ngrancang takdiripun. Ingkang sae-sae badhe sêsarêngan anambut karya kalihan para dewa, dene ingkang awon badhe makèwêd, botên kangge pambiyantu prêluning dewa. Ananging tiyang ingkang migunani mêsthi tinuntun dhatêng panggenan ing pundi anggènipun badhe anambut karya, mila linairakên ing ngriku.;","Tiyang sae nyengkuyung para dewa, dene ingkang awon botên kagunakaken."
"Kula manggih cacriyosan ing Adiparwa, inggih punika dhil kapisanan saking sêrat Mahabarata, bilih pangrantamipun prang agêng punika wontên ing kaswargan. Para dewa sami parêpatan lajêng anêmtokakên, kêdah anglairakên sagunging tiyang ingkang sampun tinamtu minăngka panuntunipun. Ingkang pinilih tiyang sakawan, ingkang rumiyinipun sampun nate dados nayakanipun ratuning para dewa, ingkang sinêbut Hyang Indra. Bathara Indra punika angratoni para dewa, sarta sakawan wau suwaunipun inggih  Indra.;","Prang agêng wontên ing kaswargan, para nayaka dipilih kangge ing bumi."
"Kacariyos Sang Hyang Indra amargi dados ratuning para dewa, mila lajêng kumaluhur. Wêkasan kasiku kêdah anyèlèhakên kaprabonipun sawatawis măngsa. Pangandikanipun Hyang Mahadewa: sing sapa kang kaya wêwatakanira mau, padha ora olèh nugrahaningwang. Sang Hyang Indra angèstokakên sarwi ngunandika bilih sariranipun kalihan Indra sanèsipun, badhe manjanma prêlu anambut pakaryan ingkang dados gêgadhanganipun, murih sarampunging karya lajêng sagêd wangsul dhatêng ing kaswargan malih. Ing nalika wau Indra sakawan lajêng matur, manawi linairakên saking pawèstri sintên kemawon, sagêda sudarmanipun dewa. Dene Indra ingkang ăngka gangsalipun, pratela bilih panjênênganipun pribadi badhe anitahakên tiyang ingkang ăngka gangsal. Bathara Mahadewa marêngakên.;",Indra naris Pandawa ing bumi supados nyumêrêpi pakaryanipun dewa.
"Sarêng sampun dumugi mangsanipun, Indra sakawan wau linairakên dados Yudhistira, Bima, Nangkula tuwin Sahadewa, dene ingkang minăngka sudarmanipun, inggih punika Bathara Darma , Bathara Wayu  sarta Bathara Aswin kalih pisan. Ananging Arjuna punika suwaunipun rèsi agêng, lairipun malih dados putranipun Bathara Indra ratuning dewa. Prajurit gangsal pisan wau ingkang nêdya sami dipun sumêrêpi  lêlampahanipun, inggih punika ingkang unggul ing palagan agêng Têgalkuru.;",Pandawa minangka têdhak Bathara Indra ingkang tumut prang ing Têgalkuru.
"Sabibaring prang agêng wiwit ngancik jaman enggal, kacariyos wêkdal samantên dewaning para dewa ingkang jêjuluk Sang Hyang Wisnu manjanma piyambak dhatêng ing dunya, minăngka awatara, sêsilih Sri Krêsna, asêsarêngan kalihan swasa, naga kalanggêngan ugi manjanma dados sadhèrèkipun Krêsna, kêkasih Balarama  kawuningana awatara punika pangejawantahipun têtungguling dewa, mila manjanma prêlu mangrurah piawon, bilih piawon sampun saya andadra, sarta kawistara badhe angandhêg lampahing kamajêngan.;",Sri Krêsna minangka awatara Wisnu kangge ngendhalikani piawon.
"Tatelanipun sêrat Mahabarata punika babading băngsa têdhakipun satunggaling narendra, ingkang jajuluk Prabu Barata. Panjênênganipun putranipun Prabu Dusjanta mijil saking Dèwi Sakuntala, ingkang aluraning lêlampahanipun ugi wajib sami andika sumêrêpi, . Baratas atêgês têdhakipun Prabu Barata, dene: maha, atêgês agêng, dados sêrat wau babad agêng nyariyosakên lêlampahanipun para têdhak Barata. Ing antawisipun para têdhak Barata wontên satunggal ingkang akêkasih  Kuru.;",Mahabarata nyariyosakên têdhak Barata tumrap lestarining kamajêngan dumados.
"Panjênênganipun wau  jumênêng nata binathara, punapadene agêng kasubratanipun. Prabu Kuru ambangun tapa wontên ing ara-ara ingkang winastan Têgalkuru-Ksetra, pikajêngipun têgalipun Kuru, inggih ing ngriku ingkang kangge ajanging paprangan agêng punika. Ing antawisipun para darah Kuru wontên têtiga, satunggal sinêbut Dritarastra, netranipun wuta, ingkang putranipun sami amangun yuda ing palagan agêng amung anjurungi piawon. Panênggakipun Pandhu, sudarmanipun nararya gangsal ingkang ambangun prang anglabêti watak sae. Ingkang waruju Sang Widura, punika linangkung ing kawicaksanan sarta adilipun, tuwin dados bangbang pangalum-aluming praja Ngastina. Cariyos lampahan saha pandamêlipun sadaya punika, kasêbut wontên ing sêrat kakidungan agêng ingkang kabagi dados wolulas parwa  sabên saparwa wontên naminipun piyambak-piyambak kapiridakên cariyos ingkang kamot ing ngriku.;",Prabu Kuru bangun tapa di Têgalkuru-Ksetra.
"Kidung wau pinangkanipun saking Ugrasarwa katampèkakên dhatêng para ambangun tapa ingkang sami dhadhepok ing wana: Naimisia, dene Ugrasarwa punika putranipun Lomaarsana, apêparab Suti. Ing antawisipun para ambangun tapa wau pitakèn dhatêng Ugrasarwa, piyambakipun punika ing pundi pinangkanipun,  winangsulan: manawi mêntas tumut angèstrèni pamiwahaning sêsaji agêng anggènipun Sang Prabu Janamejaya adamêl sêsaji naga. Ing ngriku mirêngipun kidung Mahabarata ingkang lajêng kasinau piyambak. Sêrat punika anggitanipun ingkang wicaksana Krêsna Dwipayana, mila sinêbut Krêsna: amargi kulitipun cêmêng, Dwipayana: awit lairipun wontên ing Pulo Wedhawiyasa, sabab panjênênganipun ingkang ngimpun sarta nata Sêrat Wedha. Rêsi wau nêmbung dhatêng Suti supados kawarah, mila lajêng kalampahan sami kawarah.;",Ugrasarwa pitakon dhatêng para ambangun tapa.
"Dongèng kula bab paprangan agêng, badhe kula wiwiti saking nyariyosakên sagung lêlampahan ingkang kawursita wontên ing Adiparwa, inggih punika dhil sapisan saking Sêrat Mahabarata. Kula badhe ngaturakên timuripun, lêluhuripun sarta panggulawênthahipun para senapati ingkang sami kacariyos wontên ing dêdongengan wau. Awit saking pangudi, tiyang badhe pariksa suraosipun wêwaton ingkang kacariyos wontên ing bêbukanipun sêrat punika.;","Adiparwa wiwiti paprangan agêng, sagung lêlampahan."
"Wontên ing Mahabarata, Sang Bisma ingkang dipun cariyosakên luhur sarta kakêndêlanipun botên wontên ingkang nyamèni. Panjênênganipun wau pêpêthinganing băngsa Arya, Sang Bisma pantês kangge tatuladanipun sintêna ingkang tumitah wontên ing dunya. Dosa ingkang limrahipun tiyang sami botên sagêd anyingkiri, punika botên sagêd anglèpèti sugêngipun Sang Bisma, botên kewran anindakakên kawajiban condhongipun kalihan yuswanipun. Sang Bisma botên nate nalisir saking darmanipun, botên nate sumimpang saking têngah-têngahing marginipun, botên nate nyimpang mangiwa tuwin manêngên. Panjênênganipun punika guru,  inggih nayaka. Nalika dados putra, nayaka tuwin wali, lêstantun têtêp ing darmanipun. Ing satunggal-tunggal peranganing sugêngipun, punika sagêd angrampungakên jajibahanipun.;","Sang Bisma tetulung, guru bangsa Arya."
"Sadèrèngipun Bisma katitahakên dhatêng marcapada, ing kaswargan wontên pasamuwan agêng. Prabu Mahabisa ingkang sagêd anggayuh kaswargan saking sêsajinipun, ugi manjing ing pasamuwaning para dewa. Punapa dene Bathari Gangga, ratuning sadaya lèpèn, inggih wontên ing ngriku. Nêdhêng ramening pasamuwan, Bathari Gangga katêmpuh ing samirana ngantos pangagêmanipun kapisah saking sariranipun. Para dewa lajêng sami tumungkul, murih Bathari Gangga sampun ngantos lingsêm, amung Prabu Mahabisa ingkang lêstantun dêngèngèk. Ing nalika wau Hyang Brahma lajêng angêsotakên dhatêng sang prabu. Têrangipun ingkang ing ngriki katêmbungakên: angêsotakên, punika mratelakakên kasangsaran ingkang badhe kasandhang, amargi saking kalintuning tindak tuwin ciptanipun  dados sotipun para rêsi utawi dewa, punika wêca cucawanganing karma, amargi Prabu Mahabisa dosa nêrak kasusilan, mila Brahma ngêndika, bilih sang prabu kêdah kalairakên dhatêng ing dunya, anilar kaswargan, makatên ugi Dèwi Gangga badhe katurunakên  dhatêng alaming manungsa, sarwi anandhang papa. Nanging manawi sampun tangi kanêpsonipun, Dèwi Gangga badhe luwar saking papa cintrakanipun.;","Prabu Mahabisa nggayuh kaswargan, dadi dewa."
"Sarêng dumugi măngsa lairipun Prabu Mahabisa, sang prabu dados putranipun Prabu Pratipa, narendra mahambêk sukci. Ing satunggaling dintên, sang prabu kundur saking anggènipun ambangun tapa, wontên rara kênya ingkang sulistya ing warni, dumrojog tanpa larapan lajêng linggih ing pangkonipun sang prabu, inggih punika Bathari Gangga ingkang amindha warni manungsa. Matur ing sang prabu sarwi angasih-asih kaparênga sang prabu anggarwa ing piyambakipun. Sang prabu botên kaparêng ing galih, ananging sagah badhe kadhaupakên kalihan putranipun. Bathari Gangga nyandikani, nanging atur papèngêt dhatêng sang prabu, manawi ing têmbe putranipun sang prabu kalampahan anggarwa ing piyambakipun, rajaputra sampun ngantos anyaruwe, sadaya pandamêlipun sanadyan sae punapa awon.;","Prabu Mahabisa lahir, putra Prabu Pratipa."
"Nalika wau sang prabu sakalihan pramèswari lajêng amêsu brata, murih pinarêngna kagungan putra ingkang utami, ing ngriku panjanmanipun Prabu Mahabisa, dados putranipun Prabu Pratipa, putra lajêng sinung nama Santanu. Wrêdinipun: katêntrêman kang jinêm. Sarêng Santanu sampun rumaja putra kang rama dhawuh manawi tamtu badhe kadhatêngan widadari ingkang nêmbung supados kagarwa, pangandikanipun, Santanu manawa widadari iku têka, tampanana dadi garwanira, ananging gèr, sutaningsun kang tan kalepetad dosa, aja pisan-pisan sira ngowahi sapanggawene garwanira mau, nadyan ala utawa kang becik, sira aja takon arane, utawa lêluhure, lan pinangkane, mung banjur garwanên kang awit saka parentah ingsun.;","Prabu Santanu mêngeti dhawuh sang rama, garwa."
"Nararya Santanu kajumênêngakên nata, dene sang prabu lajêng bagawan. Jumênêngipun Santanu, karaton saha nagarinipun mulya. Ing satunggaling dintên nalika sang prabu lêlangên urut pinggiring lèpèn Gangga, panjênênganipun wuninga rara kênya sakalangkung endah ing warni, ingkang sangêt anênarik panggalihipun, mila lajêng dinangu: punapa piyambakipun purun kapundhut dados sori nata. Rara kênya wau inggih Dèwi Gangga ugi lajêng nyandikani, nanging mawi bêbana, salêbêtipun tungtunggilan, sang prabu sampun ngantos nyaruwe sadaya pandamêlipun, aturipun makatên: sang prabu, panduka sampun ngantos wontên solah bawa ingkang nawung raos bêndu, sadangunipun panduka taksih amêngku ambêk sih, kula sanggêm lastantun anyèthi, ananging manawi sang prabu ngantos amêngku dêduka, punapadene nyaruwe dhatêng solahbawa  kula sinuwun, saèstu kula lajêng anilar panduka, dhawuh wangsulanipun sang prabu: pamintanira dakparêngake. Mila lajêng kalampahan kagarwa. Pikramanipun sang prabu kalihan Dèwi Gangga sakalangkung mulya.;","Santanu pinanggih Dèwi Gangga, kadhatêngan widadari."
"Ing nalika Dèwi Gangga anglairakên putra, bayi enggal binopong dening pramèswari lajêng binucal dhatêng lèpèn sarwi ngandika: tampanana nugraha kang tuwuh saka bêciking sêdyanira. Makatên ugi sarêng pêputra kaping kalih, kaping tiga, salajêngipun ngantos kaping pitu. Narendra ingkang sakalangkung mêmêlas wau sakalangkung singkêl ing panggalih, sarta rumaos sangsara, panjênênganipun botên rêna sangêt dhatêng tindaking garwanipun ingkang makatên wau, ewadene sang prabu botên kawiyos pangandikanipun, murih sampun ngantos katilar dening garwa. Kawuningana sarêng ambabar ingkang kaping wolu, kados ingkang sampun-sampun, bayi badhe pinondhong dening ibu sarwi mèsêm, nêdya binucal dhatêng lèpèn. Sang prabu anyêgati, kalihan pasêmon ingkang sakalangkung sêdhih, pangandikanipun: adhuh, adhuh, aja pinatenan, sajarwaa, sira iku sapa, lan ing ngêndi pinangkanira, pagene sira matèni anak-anakira dhewe, hèh, panglêburaning para putraningsun, sapira ta gêdhening dosanira.;","Dèwi Gangga nglairaké putra, dipunucal ing lèpèn."
"""Dhuh Sang Prabu Santanu ingkang sakalangkung mêmêlas, saking agênging cobi, paduka ngantos kasupèn dhatêng dhawuhipun kang rama."" Atur wangsulanipun kang garwa: ""putra punika botên badhe kula pêjahi, ananging angèngêtana prajanji nalika pêpanggihan sapisan, dados samangke dumugi mangsanipun kula anilar panduka. Kawuningana kula Gangga putrinipun Bathara Janu"". Ing ngriku Dèwi Gangga anyariyosakên lêlampahan ingkang sampun kapêngkêr dangu, kawontênanipun dewa wolu anggènipun mandung lêmbu kamulyan, nama Nandhini, gadhahanipun Maharêsi. Ing antawisipun wasu wolu wau wontên satunggal ingkang nama Dyahu, inggih punika ingkang têmên angawaki mandung. Maharêsi angêsotakên, manawi para wasu badhe katurunakên dhatêng ing dunya minăngka paukumaning dosanipun. Para wasu sami angasih-asih nyuwun pangaksama. Maharêsi marêngakên, manawi para wasu wau badhe lajêng luwar ing warsa anggènipun linairakên dhatêng ing dunya, kajawi pun, Dyahu, awit dosanipun agêng, kêdah dangu pamanggènipun wontên ing dunya.;","Santanu nindakaken janji, Dèwi Gangga ngandika dhawuhipun."
"Nalika wau para wasu lajêng manggihi Dèwi Gangga sarta prasabên, bilih Dèwi Gangga dados parawaning manungsa, para wasu badhe dados putranipun, supados sasampunipun lair saking guwa garbaning ibu lajêng kabucala dhatêng ing lèpèn, dados lajêng sagêd luwar saking badan wadhag kang minăngka pawarangkanipun. Wangsulanipun Dèwi Gangga: kula sanggêm badhe anglêksanani sapaminta andika, murih para wasu sagêd luwar saking pawarangkan wujud gêsang ing dunya. ""O pêpêthinganing para narendra, amung pun, Dyahu ingkang kêsangêtên dosanipun, kapêksa sawatawis dangu gêsangipun wontên ing dunya, kados soting rêsi agung wau"". Satêlasing aturipun, Bathari Gangga musna, ambêkta putranipun ingkang ăngka wolu, inggih punika panjanmanipun Wasu Dyahu. Têmbenipun sami kasumêrêpan, asêsilih Dèwa Wrata, Ganggaya, Santanawa, inggih Bisma.;","Dèwi Gangga anglêksanani paminta para wasu, putra luwar badan."
"Manungsa asring-asring ajrih pêjah, măngka jêngandika priksa piyambak, manawi dewa kalairakên dhatêng ing dunya, lajêng rumaos kinunjara, dene pêjah kaanggêp mitra ingkang amêngakakên kontêning pawarangkanipun. Ing alam asor ngriki, tiyang sami bingah manawi wontên bayi linairakên, utawi sami nangis manawi wontên tiyang pêjah. Ingkang makatên kenging kaupamèkakên tiyang damêl pamiwahan agêng amargi wontên mitranipun ingkang kawarăngka, ananging nangisi manawi mitranipun luwar. Sabên wontên pêpêjah, inggih punika wontên dewa angluwari jiwa ingkang  kawarăngka, kados Bathari Gangga anggènipun asung pamudharanipun para wasu. Dados cariyos punika anêdahakên, kadospundi pakaryanipun para dewa, supados tiyang sumêrêp dhatêng panggarapipun sawarnining pakaryan, mila tiyang sêdhih punika saking kabodhoanipun.;","Manungsa ajrih pêjah, dewa ngalih ing dunya."
"Kados ingkang kacariyos ing nginggil, bilih Bathari Gangga ambêkta putranipun, ananging sarêng sampun diwasa, lajêng kapasrahakên dhatêng kang rama. Nararya Dewa Wrata kagulang amangun yuda tuwin sawarnining kawruh lair batos, mila amumpuni saliring kagunan miwah kawicaksanan, karosan sarta kasêtyanipun linangkung, gênging kasusilanipun satimbang kalihan kawruhipun. Ing satunggaling dintên, nalika kang rama sang prabu lêlangên urut têpining lèpèn Jamuna, priksa wanita ingkang sakalangkung endah, sang prabu kapencut, mila badhe kapundhut dados sori nata. Pawèstri wau anakipun juru misaya mina. Ananging Dhasa juru misaya mina, tiyang sêpuhipun pawèstri wau, badhe ngunjukakên manawi putra ingkang mijil saking anakipun ginadhang kagêntosakên kaprabonipun. Sang prabu botên marêngakên, karantên sang prabu sampun kagungan pangran dipati, punapa punika botên kagêstosakên. Sang prabu kondur kalayan rudah ing panggalih, sadumugining kadhaton, Dewa Wrata amêthuk kang rama kalihan anoraga, sarwi umatur: punapa darunaning prihatos.;","Dewa Wrata kagulang amangun yuda, sang prabu kapencut."
